ENTSTATION,EXTSTATION,Fare
Deanwood,Grosvenor-Strathmore,5.8
Deanwood,Minnesota Ave,2.25
Deanwood,Braddock Road,4.7
Deanwood,East Falls Church,5.35
Deanwood,Capitol South,2.75
Deanwood,Naylor Road,3.8
Deanwood,Van Dorn Street,5.85
Deanwood,Cleveland Park,3.95
Deanwood,Court House,4.25
Deanwood,Arlington Cemetery,3.85
Deanwood,Mt Vernon Sq 7th St-Convention Center,3.2
Deanwood,Pentagon,3.65
Deanwood,Branch Ave,4.5
Deanwood,Potomac Ave,2.4
Deanwood,Union Station,3.15
Deanwood,College Park-U of Md,4.6
Deanwood,Forest Glen,5.25
Deanwood,Anacostia,3.35
Deanwood,Vienna/Fairfax-GMU,6.0
Deanwood,Largo Town Center,3.8
Deanwood,U Street/African-Amer Civil War Memorial/Cardozo,3.4
Deanwood,Glenmont,6.0
Deanwood,Franconia-Springfield,6.0
Deanwood,L'Enfant Plaza,3.0
Deanwood,Navy Yard-Ballpark,3.15
Deanwood,Clarendon,4.35
Deanwood,Greenbelt,5.3
Deanwood,NoMa-Gallaudet U,3.25
Deanwood,McLean,6.0
Deanwood,Woodley Park-Zoo/Adams Morgan,3.8
Deanwood,Shaw-Howard U,3.3
Deanwood,Federal Triangle,3.2
Deanwood,Tysons Corner,6.0
Deanwood,Federal Center SW,2.9
Deanwood,New Carrollton,2.7
Deanwood,Friendship Heights,4.6
Deanwood,Huntington,5.2
Deanwood,King St-Old Town,4.85
Deanwood,Crystal City,3.9
Deanwood,White Flint,6.0
Deanwood,Takoma,4.35
Deanwood,Smithsonian,3.15
Deanwood,Bethesda,5.0
Deanwood,Shady Grove,6.0
Deanwood,Prince George's Plaza,4.2
Deanwood,Dunn Loring-Merrifield,6.0
Deanwood,Judiciary Square,3.15
Deanwood,Stadium-Armory,2.25
Deanwood,Gallery Pl-Chinatown,3.15
Deanwood,Brookland-CUA,3.5
Deanwood,Eastern Market,2.55
Deanwood,Van Ness-UDC,4.1
Deanwood,Capitol Heights,2.7
Deanwood,Rockville,6.0
Deanwood,Greensboro,6.0
Deanwood,Rhode Island Ave-Brentwood,3.35
Deanwood,Fort Totten,3.85
Deanwood,West Falls Church-VT/UVA,5.9
Deanwood,Columbia Heights,3.6
Deanwood,Suitland,4.05
Deanwood,Eisenhower Avenue,5.05
Deanwood,Foggy Bottom-GWU,3.6
Deanwood,Ballston-MU,4.65
Deanwood,Pentagon City,3.8
Deanwood,Metro Center,3.2
Deanwood,Morgan Boulevard,3.4
Deanwood,Wheaton,5.7
Deanwood,Virginia Square-GMU,4.5
Deanwood,Addison Road-Seat Pleasant,3.0
Deanwood,Tenleytown-AU,4.4
Deanwood,Medical Center,5.25
Deanwood,Georgia Ave-Petworth,3.7
Deanwood,Dupont Circle,3.5
Deanwood,McPherson Square,3.35
Deanwood,Landover,2.25
Deanwood,Spring Hill,6.0
Deanwood,Ronald Reagan Washington National Airport,3.95
Deanwood,Benning Road,2.35
Deanwood,Farragut West,3.45
Deanwood,Twinbrook,6.0
Deanwood,Wiehle-Reston East,6.0
Deanwood,Cheverly,2.25
Medical Center,Silver Spring,4.45
Medical Center,Rosslyn,4.15
Medical Center,Farragut North,3.65
Medical Center,Southern Avenue,5.45
Medical Center,West Hyattsville,4.85
Medical Center,Congress Heights,5.2
Medical Center,Archives-Navy Memorial-Penn Quarter,4.0
Medical Center,Waterfront,4.35
Medical Center,Grosvenor-Strathmore,2.25
Medical Center,Minnesota Ave,5.1
Medical Center,Braddock Road,5.8
Medical Center,East Falls Church,5.05
Medical Center,Capitol South,4.35
Medical Center,Naylor Road,5.6
Medical Center,Van Dorn Street,6.0
Medical Center,Cleveland Park,2.9
Medical Center,Court House,4.35
Medical Center,Arlington Cemetery,4.4
Medical Center,Mt Vernon Sq 7th St-Convention Center,3.9
Medical Center,Pentagon,4.55
Medical Center,Branch Ave,6.0
Medical Center,Potomac Ave,4.65
Medical Center,Union Station,4.15
Medical Center,College Park-U of Md,5.55
Medical Center,Forest Glen,4.65
Medical Center,Anacostia,4.8
Medical Center,Vienna/Fairfax-GMU,6.0
Medical Center,Largo Town Center,6.0
Medical Center,U Street/African-Amer Civil War Memorial/Cardozo,3.95
Medical Center,Glenmont,5.4
Medical Center,Franconia-Springfield,6.0
Medical Center,L'Enfant Plaza,4.15
Medical Center,Navy Yard-Ballpark,4.5
Medical Center,Clarendon,4.45
Medical Center,Greenbelt,6.0
Medical Center,NoMa-Gallaudet U,4.15
Medical Center,McLean,5.65
Medical Center,Woodley Park-Zoo/Adams Morgan,3.15
Medical Center,Shaw-Howard U,3.95
Medical Center,Federal Triangle,3.95
Medical Center,Tysons Corner,5.85
Medical Center,Federal Center SW,4.2
Medical Center,New Carrollton,6.0
Medical Center,Friendship Heights,2.25
Medical Center,Huntington,6.0
Medical Center,King St-Old Town,5.95
Medical Center,Crystal City,4.85
Medical Center,White Flint,2.45
Medical Center,Takoma,4.4
Medical Center,Smithsonian,4.05
Medical Center,Bethesda,2.25
Medical Center,Shady Grove,4.2
Medical Center,Prince George's Plaza,5.05
Medical Center,Dunn Loring-Merrifield,6.0
Medical Center,Judiciary Square,4.0
Medical Center,Stadium-Armory,4.75
Medical Center,Gallery Pl-Chinatown,3.9
Medical Center,Brookland-CUA,4.3
Medical Center,Eastern Market,4.45
Medical Center,Van Ness-UDC,2.7
Medical Center,Capitol Heights,5.65
Medical Center,Rockville,3.4
Medical Center,Greensboro,6.0
Medical Center,Rhode Island Ave-Brentwood,4.25
Medical Center,Fort Totten,4.35
Medical Center,West Falls Church-VT/UVA,5.35
Medical Center,Columbia Heights,3.95
Medical Center,Suitland,6.0
Medical Center,Eisenhower Avenue,6.0
Medical Center,Foggy Bottom-GWU,3.95
Medical Center,Ballston-MU,4.65
Medical Center,Pentagon City,4.7
Medical Center,Metro Center,3.85
Medical Center,Morgan Boulevard,6.0
Medical Center,Wheaton,4.95
Medical Center,Virginia Square-GMU,4.55
Medical Center,Addison Road-Seat Pleasant,5.95
Medical Center,Tenleytown-AU,2.45
Medical Center,Deanwood,5.25
Medical Center,Georgia Ave-Petworth,4.05
Medical Center,Dupont Circle,3.5
Medical Center,McPherson Square,3.85
Medical Center,Landover,5.85
Medical Center,Spring Hill,6.0
Medical Center,Ronald Reagan Washington National Airport,5.0
Medical Center,Benning Road,5.3
Medical Center,Farragut West,3.9
Medical Center,Twinbrook,2.8
Medical Center,Wiehle-Reston East,6.0
Medical Center,Cheverly,5.5
Georgia Ave-Petworth,Silver Spring,2.7
Georgia Ave-Petworth,Rosslyn,2.9
Georgia Ave-Petworth,Farragut North,2.4
Georgia Ave-Petworth,Southern Avenue,3.85
Georgia Ave-Petworth,West Hyattsville,2.35
Georgia Ave-Petworth,Congress Heights,3.6
Georgia Ave-Petworth,Archives-Navy Memorial-Penn Quarter,2.35
Georgia Ave-Petworth,Waterfront,2.8
Georgia Ave-Petworth,Grosvenor-Strathmore,4.65
Georgia Ave-Petworth,Minnesota Ave,3.5
Georgia Ave-Petworth,Braddock Road,4.4
Georgia Ave-Petworth,East Falls Church,4.3
Georgia Ave-Petworth,Capitol South,2.7
Georgia Ave-Petworth,Naylor Road,4.0
Georgia Ave-Petworth,Van Dorn Street,5.4
Georgia Ave-Petworth,Cleveland Park,2.7
Georgia Ave-Petworth,Court House,3.25
Georgia Ave-Petworth,Arlington Cemetery,3.15
Georgia Ave-Petworth,Mt Vernon Sq 7th St-Convention Center,2.25
Georgia Ave-Petworth,Pentagon,3.15
Georgia Ave-Petworth,Branch Ave,4.85
Georgia Ave-Petworth,Potomac Ave,3.0
Georgia Ave-Petworth,Union Station,2.45
Georgia Ave-Petworth,College Park-U of Md,3.3
Georgia Ave-Petworth,Forest Glen,3.25
Georgia Ave-Petworth,Anacostia,3.25
Georgia Ave-Petworth,Vienna/Fairfax-GMU,6.0
Georgia Ave-Petworth,Largo Town Center,5.1
Georgia Ave-Petworth,U Street/African-Amer Civil War Memorial/Cardozo,2.25
Georgia Ave-Petworth,Glenmont,4.2
Georgia Ave-Petworth,Franconia-Springfield,6.0
Georgia Ave-Petworth,L'Enfant Plaza,2.55
Georgia Ave-Petworth,Navy Yard-Ballpark,2.9
Georgia Ave-Petworth,Clarendon,3.4
Georgia Ave-Petworth,Greenbelt,3.95
Georgia Ave-Petworth,NoMa-Gallaudet U,2.45
Georgia Ave-Petworth,McLean,5.25
Georgia Ave-Petworth,Woodley Park-Zoo/Adams Morgan,2.55
Georgia Ave-Petworth,Shaw-Howard U,2.25
Georgia Ave-Petworth,Federal Triangle,2.4
Georgia Ave-Petworth,Tysons Corner,5.45
Georgia Ave-Petworth,Federal Center SW,2.6
Georgia Ave-Petworth,New Carrollton,4.75
Georgia Ave-Petworth,Friendship Heights,3.35
Georgia Ave-Petworth,Huntington,4.9
Georgia Ave-Petworth,King St-Old Town,4.6
Georgia Ave-Petworth,Crystal City,3.45
Georgia Ave-Petworth,White Flint,5.05
Georgia Ave-Petworth,Takoma,2.3
Georgia Ave-Petworth,Smithsonian,2.5
Georgia Ave-Petworth,Bethesda,3.8
Georgia Ave-Petworth,Shady Grove,6.0
Georgia Ave-Petworth,Prince George's Plaza,2.75
Georgia Ave-Petworth,Dunn Loring-Merrifield,5.45
Georgia Ave-Petworth,Judiciary Square,2.35
Georgia Ave-Petworth,Stadium-Armory,3.1
Georgia Ave-Petworth,Gallery Pl-Chinatown,2.25
Georgia Ave-Petworth,Brookland-CUA,2.25
Georgia Ave-Petworth,Eastern Market,2.85
Georgia Ave-Petworth,Van Ness-UDC,2.85
Georgia Ave-Petworth,Capitol Heights,4.05
Georgia Ave-Petworth,Rockville,5.95
Georgia Ave-Petworth,Greensboro,5.65
Georgia Ave-Petworth,Rhode Island Ave-Brentwood,2.25
Georgia Ave-Petworth,Fort Totten,2.25
Georgia Ave-Petworth,West Falls Church-VT/UVA,4.8
Georgia Ave-Petworth,Columbia Heights,2.25
Georgia Ave-Petworth,Suitland,4.35
Georgia Ave-Petworth,Eisenhower Avenue,4.75
Georgia Ave-Petworth,Foggy Bottom-GWU,2.55
Georgia Ave-Petworth,Ballston-MU,3.65
Georgia Ave-Petworth,Pentagon City,3.35
Georgia Ave-Petworth,Metro Center,2.3
Georgia Ave-Petworth,Morgan Boulevard,4.75
Georgia Ave-Petworth,Wheaton,3.7
Georgia Ave-Petworth,Virginia Square-GMU,3.5
Georgia Ave-Petworth,Addison Road-Seat Pleasant,4.35
Georgia Ave-Petworth,Tenleytown-AU,3.15
Georgia Ave-Petworth,Deanwood,3.7
Georgia Ave-Petworth,Medical Center,4.05
Georgia Ave-Petworth,Dupont Circle,2.45
Georgia Ave-Petworth,McPherson Square,2.35
Georgia Ave-Petworth,Landover,4.4
Georgia Ave-Petworth,Spring Hill,5.8
Georgia Ave-Petworth,Ronald Reagan Washington National Airport,3.55
Georgia Ave-Petworth,Benning Road,3.65
Georgia Ave-Petworth,Farragut West,2.45
Georgia Ave-Petworth,Twinbrook,5.4
Georgia Ave-Petworth,Wiehle-Reston East,6.0
Georgia Ave-Petworth,Cheverly,3.95
Dupont Circle,Silver Spring,3.75
Dupont Circle,Rosslyn,2.25
Dupont Circle,Farragut North,2.25
Dupont Circle,Southern Avenue,3.45
Dupont Circle,West Hyattsville,3.45
Dupont Circle,Congress Heights,3.2
Dupont Circle,Archives-Navy Memorial-Penn Quarter,2.25
Dupont Circle,Waterfront,2.25
Dupont Circle,Grosvenor-Strathmore,4.15
Dupont Circle,Minnesota Ave,3.3
Dupont Circle,Braddock Road,3.85
Dupont Circle,East Falls Church,3.7
Dupont Circle,Capitol South,2.25
Dupont Circle,Naylor Road,3.65
Dupont Circle,Van Dorn Street,4.85
Dupont Circle,Cleveland Park,2.25
Dupont Circle,Court House,2.55
Dupont Circle,Arlington Cemetery,2.4
Dupont Circle,Mt Vernon Sq 7th St-Convention Center,2.25
Dupont Circle,Pentagon,2.5
Dupont Circle,Branch Ave,4.5
Dupont Circle,Potomac Ave,2.6
Dupont Circle,Union Station,2.25
Dupont Circle,College Park-U of Md,4.3
Dupont Circle,Forest Glen,4.2
Dupont Circle,Anacostia,2.75
Dupont Circle,Vienna/Fairfax-GMU,5.6
Dupont Circle,Largo Town Center,4.95
Dupont Circle,U Street/African-Amer Civil War Memorial/Cardozo,2.25
Dupont Circle,Glenmont,5.15
Dupont Circle,Franconia-Springfield,5.8
Dupont Circle,L'Enfant Plaza,2.25
Dupont Circle,Navy Yard-Ballpark,2.4
Dupont Circle,Clarendon,2.7
Dupont Circle,Greenbelt,4.95
Dupont Circle,NoMa-Gallaudet U,2.25
Dupont Circle,McLean,4.8
Dupont Circle,Woodley Park-Zoo/Adams Morgan,2.25
Dupont Circle,Shaw-Howard U,2.25
Dupont Circle,Federal Triangle,2.25
Dupont Circle,Tysons Corner,4.95
Dupont Circle,Federal Center SW,2.25
Dupont Circle,New Carrollton,4.7
Dupont Circle,Friendship Heights,2.65
Dupont Circle,Huntington,4.35
Dupont Circle,King St-Old Town,4.05
Dupont Circle,Crystal City,2.85
Dupont Circle,White Flint,4.55
Dupont Circle,Takoma,3.4
Dupont Circle,Smithsonian,2.25
Dupont Circle,Bethesda,3.2
Dupont Circle,Shady Grove,6.0
Dupont Circle,Prince George's Plaza,3.75
Dupont Circle,Dunn Loring-Merrifield,4.9
Dupont Circle,Judiciary Square,2.25
Dupont Circle,Stadium-Armory,2.75
Dupont Circle,Gallery Pl-Chinatown,2.25
Dupont Circle,Brookland-CUA,2.65
Dupont Circle,Eastern Market,2.4
Dupont Circle,Van Ness-UDC,2.25
Dupont Circle,Capitol Heights,3.85
Dupont Circle,Rockville,5.4
Dupont Circle,Greensboro,5.15
Dupont Circle,Rhode Island Ave-Brentwood,2.4
Dupont Circle,Fort Totten,2.9
Dupont Circle,West Falls Church-VT/UVA,4.25
Dupont Circle,Columbia Heights,2.25
Dupont Circle,Suitland,4.05
Dupont Circle,Eisenhower Avenue,4.2
Dupont Circle,Foggy Bottom-GWU,2.25
Dupont Circle,Ballston-MU,3.05
Dupont Circle,Pentagon City,2.7
Dupont Circle,Metro Center,2.25
Dupont Circle,Morgan Boulevard,4.55
Dupont Circle,Wheaton,4.65
Dupont Circle,Virginia Square-GMU,2.85
Dupont Circle,Addison Road-Seat Pleasant,4.15
Dupont Circle,Tenleytown-AU,2.4
Dupont Circle,Deanwood,3.5
Dupont Circle,Medical Center,3.5
Dupont Circle,Georgia Ave-Petworth,2.45
Dupont Circle,McPherson Square,2.25
Dupont Circle,Landover,4.3
Dupont Circle,Spring Hill,5.35
Dupont Circle,Ronald Reagan Washington National Airport,3.0
Dupont Circle,Benning Road,3.45
Dupont Circle,Farragut West,2.25
Dupont Circle,Twinbrook,4.85
Dupont Circle,Wiehle-Reston East,6.0
Dupont Circle,Cheverly,3.85
McPherson Square,Silver Spring,3.7
McPherson Square,Rosslyn,2.25
McPherson Square,Farragut North,2.25
McPherson Square,Southern Avenue,3.2
McPherson Square,West Hyattsville,3.35
McPherson Square,Congress Heights,2.9
McPherson Square,Archives-Navy Memorial-Penn Quarter,2.25
McPherson Square,Waterfront,2.25
McPherson Square,Grosvenor-Strathmore,4.5
McPherson Square,Minnesota Ave,3.1
McPherson Square,Braddock Road,3.65
McPherson Square,East Falls Church,3.55
McPherson Square,Capitol South,2.25
McPherson Square,Naylor Road,3.4
McPherson Square,Van Dorn Street,4.7
McPherson Square,Cleveland Park,2.3
McPherson Square,Court House,2.3
McPherson Square,Arlington Cemetery,2.25
McPherson Square,Mt Vernon Sq 7th St-Convention Center,2.25
McPherson Square,Pentagon,2.3
McPherson Square,Branch Ave,4.3
McPherson Square,Potomac Ave,2.35
McPherson Square,Union Station,2.25
McPherson Square,College Park-U of Md,4.2
McPherson Square,Forest Glen,4.15
McPherson Square,Anacostia,2.5
McPherson Square,Vienna/Fairfax-GMU,5.45
McPherson Square,Largo Town Center,4.75
McPherson Square,U Street/African-Amer Civil War Memorial/Cardozo,2.25
McPherson Square,Glenmont,5.1
McPherson Square,Franconia-Springfield,5.65
McPherson Square,L'Enfant Plaza,2.25
McPherson Square,Navy Yard-Ballpark,2.25
McPherson Square,Clarendon,2.45
McPherson Square,Greenbelt,4.85
McPherson Square,NoMa-Gallaudet U,2.25
McPherson Square,McLean,4.6
McPherson Square,Woodley Park-Zoo/Adams Morgan,2.25
McPherson Square,Shaw-Howard U,2.25
McPherson Square,Federal Triangle,2.25
McPherson Square,Tysons Corner,4.8
McPherson Square,Federal Center SW,2.25
McPherson Square,New Carrollton,4.55
McPherson Square,Friendship Heights,3.05
McPherson Square,Huntington,4.15
McPherson Square,King St-Old Town,3.85
McPherson Square,Crystal City,2.65
McPherson Square,White Flint,4.9
McPherson Square,Takoma,3.35
McPherson Square,Smithsonian,2.25
McPherson Square,Bethesda,3.55
McPherson Square,Shady Grove,6.0
McPherson Square,Prince George's Plaza,3.65
McPherson Square,Dunn Loring-Merrifield,4.7
McPherson Square,Judiciary Square,2.25
McPherson Square,Stadium-Armory,2.5
McPherson Square,Gallery Pl-Chinatown,2.25
McPherson Square,Brookland-CUA,2.5
McPherson Square,Eastern Market,2.25
McPherson Square,Van Ness-UDC,2.5
McPherson Square,Capitol Heights,3.65
McPherson Square,Rockville,5.75
McPherson Square,Greensboro,5.0
McPherson Square,Rhode Island Ave-Brentwood,2.25
McPherson Square,Fort Totten,2.8
McPherson Square,West Falls Church-VT/UVA,4.05
McPherson Square,Columbia Heights,2.25
McPherson Square,Suitland,3.8
McPherson Square,Eisenhower Avenue,4.0
McPherson Square,Foggy Bottom-GWU,2.25
McPherson Square,Ballston-MU,2.8
McPherson Square,Pentagon City,2.5
McPherson Square,Metro Center,2.25
McPherson Square,Morgan Boulevard,4.35
McPherson Square,Wheaton,4.6
McPherson Square,Virginia Square-GMU,2.6
McPherson Square,Addison Road-Seat Pleasant,3.95
McPherson Square,Tenleytown-AU,2.8
McPherson Square,Deanwood,3.35
McPherson Square,Medical Center,3.85
McPherson Square,Georgia Ave-Petworth,2.35
McPherson Square,Dupont Circle,2.25
McPherson Square,Landover,4.15
McPherson Square,Spring Hill,5.15
McPherson Square,Ronald Reagan Washington National Airport,2.75
McPherson Square,Benning Road,3.25
McPherson Square,Farragut West,2.25
McPherson Square,Twinbrook,5.2
McPherson Square,Wiehle-Reston East,6.0
McPherson Square,Cheverly,3.65
Landover,Silver Spring,5.3
Landover,Rosslyn,4.75
Landover,Farragut North,4.25
Landover,Southern Avenue,4.6
Landover,West Hyattsville,4.5
Landover,Congress Heights,4.45
Landover,Archives-Navy Memorial-Penn Quarter,3.95
Landover,Waterfront,4.0
Landover,Grosvenor-Strathmore,6.0
Landover,Minnesota Ave,2.55
Landover,Braddock Road,5.55
Landover,East Falls Church,6.0
Landover,Capitol South,3.65
Landover,Naylor Road,4.6
Landover,Van Dorn Street,6.0
Landover,Cleveland Park,4.7
Landover,Court House,5.05
Landover,Arlington Cemetery,4.7
Landover,Mt Vernon Sq 7th St-Convention Center,4.0
Landover,Pentagon,4.5
Landover,Branch Ave,5.2
Landover,Potomac Ave,3.35
Landover,Union Station,4.0
Landover,College Park-U of Md,4.85
Landover,Forest Glen,5.75
Landover,Anacostia,4.2
Landover,Vienna/Fairfax-GMU,6.0
Landover,Largo Town Center,4.0
Landover,U Street/African-Amer Civil War Memorial/Cardozo,4.2
Landover,Glenmont,6.0
Landover,Franconia-Springfield,6.0
Landover,L'Enfant Plaza,3.9
Landover,Navy Yard-Ballpark,4.0
Landover,Clarendon,5.2
Landover,Greenbelt,5.5
Landover,NoMa-Gallaudet U,4.05
Landover,McLean,6.0
Landover,Woodley Park-Zoo/Adams Morgan,4.55
Landover,Shaw-Howard U,4.05
Landover,Federal Triangle,4.0
Landover,Tysons Corner,6.0
Landover,Federal Center SW,3.8
Landover,New Carrollton,2.25
Landover,Friendship Heights,5.25
Landover,Huntington,6.0
Landover,King St-Old Town,5.7
Landover,Crystal City,4.75
Landover,White Flint,6.0
Landover,Takoma,4.95
Landover,Smithsonian,4.0
Landover,Bethesda,5.65
Landover,Shady Grove,6.0
Landover,Prince George's Plaza,4.65
Landover,Dunn Loring-Merrifield,6.0
Landover,Judiciary Square,4.0
Landover,Stadium-Armory,3.15
Landover,Gallery Pl-Chinatown,3.95
Landover,Brookland-CUA,4.2
Landover,Eastern Market,3.5
Landover,Van Ness-UDC,4.8
Landover,Capitol Heights,3.4
Landover,Rockville,6.0
Landover,Greensboro,6.0
Landover,Rhode Island Ave-Brentwood,4.1
Landover,Fort Totten,4.5
Landover,West Falls Church-VT/UVA,6.0
Landover,Columbia Heights,4.35
Landover,Suitland,4.8
Landover,Eisenhower Avenue,5.9
Landover,Foggy Bottom-GWU,4.4
Landover,Ballston-MU,5.5
Landover,Pentagon City,4.65
Landover,Metro Center,4.05
Landover,Morgan Boulevard,3.75
Landover,Wheaton,6.0
Landover,Virginia Square-GMU,5.35
Landover,Addison Road-Seat Pleasant,3.55
Landover,Tenleytown-AU,5.1
Landover,Deanwood,2.25
Landover,Medical Center,5.85
Landover,Georgia Ave-Petworth,4.4
Landover,Dupont Circle,4.3
Landover,McPherson Square,4.15
Landover,Spring Hill,6.0
Landover,Ronald Reagan Washington National Airport,4.8
Landover,Benning Road,3.3
Landover,Farragut West,4.25
Landover,Twinbrook,6.0
Landover,Wiehle-Reston East,6.0
Landover,Cheverly,2.25
Spring Hill,Silver Spring,6.0
Spring Hill,Rosslyn,4.6
Spring Hill,Farragut North,5.3
Spring Hill,Southern Avenue,6.0
Spring Hill,West Hyattsville,6.0
Spring Hill,Congress Heights,6.0
Spring Hill,Archives-Navy Memorial-Penn Quarter,5.45
Spring Hill,Waterfront,5.7
Spring Hill,Grosvenor-Strathmore,6.0
Spring Hill,Minnesota Ave,6.0
Spring Hill,Braddock Road,6.0
Spring Hill,East Falls Church,3.25
Spring Hill,Capitol South,5.8
Spring Hill,Naylor Road,6.0
Spring Hill,Van Dorn Street,6.0
Spring Hill,Cleveland Park,5.5
Spring Hill,Court House,4.3
Spring Hill,Arlington Cemetery,4.8
Spring Hill,Mt Vernon Sq 7th St-Convention Center,5.45
Spring Hill,Pentagon,5.1
Spring Hill,Branch Ave,6.0
Spring Hill,Potomac Ave,6.0
Spring Hill,Union Station,5.65
Spring Hill,College Park-U of Md,6.0
Spring Hill,Forest Glen,6.0
Spring Hill,Anacostia,6.0
Spring Hill,Vienna/Fairfax-GMU,4.05
Spring Hill,Largo Town Center,6.0
Spring Hill,U Street/African-Amer Civil War Memorial/Cardozo,5.55
Spring Hill,Glenmont,6.0
Spring Hill,Franconia-Springfield,6.0
Spring Hill,L'Enfant Plaza,5.55
Spring Hill,Navy Yard-Ballpark,5.9
Spring Hill,Clarendon,4.2
Spring Hill,Greenbelt,6.0
Spring Hill,NoMa-Gallaudet U,5.75
Spring Hill,McLean,2.25
Spring Hill,Woodley Park-Zoo/Adams Morgan,5.45
Spring Hill,Shaw-Howard U,5.5
Spring Hill,Federal Triangle,5.35
Spring Hill,Tysons Corner,2.25
Spring Hill,Federal Center SW,5.6
Spring Hill,New Carrollton,6.0
Spring Hill,Friendship Heights,5.65
Spring Hill,Huntington,6.0
Spring Hill,King St-Old Town,6.0
Spring Hill,Crystal City,5.35
Spring Hill,White Flint,6.0
Spring Hill,Takoma,6.0
Spring Hill,Smithsonian,5.4
Spring Hill,Bethesda,5.95
Spring Hill,Shady Grove,6.0
Spring Hill,Prince George's Plaza,6.0
Spring Hill,Dunn Loring-Merrifield,3.6
Spring Hill,Judiciary Square,5.45
Spring Hill,Stadium-Armory,6.0
Spring Hill,Gallery Pl-Chinatown,5.35
Spring Hill,Brookland-CUA,6.0
Spring Hill,Eastern Market,5.95
Spring Hill,Van Ness-UDC,5.55
Spring Hill,Capitol Heights,6.0
Spring Hill,Rockville,6.0
Spring Hill,Greensboro,2.25
Spring Hill,Rhode Island Ave-Brentwood,5.95
